company_name,rating,reviews,company_type,locations
3M,4.0,(627),Electronics Manufacturing,Bangalore / Bengaluru +54 other locations
NRB Bearings,4.1,(626),Auto Components,Aurangabad +21 other locations
B.L. Kashyap & Sons,3.8,(625),Engineering & Construction,Bangalore / Bengaluru +26 other locations
Continental,3.7,(625),Auto Components,Bangalore / Bengaluru +50 other locations
Carrier,3.7,(625),Industrial Machinery,Hyderabad / Secunderabad +51 other locations
Crowne Plaza,4.1,(625),Hospitality,New Delhi +37 other locations
Surin Automotive,3.8,(624),Industrial Machinery,Pune +22 other locations
Corporate Infotech,3.7,(624),IT Services & Consulting,New Delhi +52 other locations
Philips Innovation Campus,3.7,(624),Software Product,Bangalore / Bengaluru +20 other locations
InternEzy,4.9,(624),EdTech,Erode +5 other locations
GKN,3.8,(625),Industrial Automation,Pune +28 other locations
ANAROCK Property Consultants,3.5,(626),Real Estate,Mumbai +31 other locations
Vikram Solar,3.6,(624),Power,Kolkata +43 other locations
Me n Moms,4.2,(623),Retail,Mumbai +66 other locations
Khazana Jewellery,3.9,(623),Jewellery,Chennai +52 other locations
Tecnimont,3.9,(621),Engineering & Construction,Mumbai +31 other locations
Turbo Energy,4.2,(621),Auto Components,Chennai +26 other locations
Hitachi Systems Micro Clinic,4.0,(620),IT Services & Consulting,Mumbai +78 other locations
Varthana,4.0,(620),NBFC,Bangalore / Bengaluru +81 other locations
Hetero Healthcare,3.6,(619),Pharma,Hyderabad / Secunderabad +76 other locations
Suraksha Diagnostic,3.7,(619),Healthcare,Kolkata +34 other locations
Manjushree Technopack,3.5,(618),Bangalore / Bengaluru +34 other locations,Bangalore / Bengaluru +34 other locations
Shalby Hospitals,4.1,(617),Healthcare,Ahmedabad +23 other locations
FCC Clutch,3.8,(618),Auto Components,Gurgaon / Gurugram +26 other locations
Gainwell Commosales,4.1,(616),Industrial Machinery,Kolkata +82 other locations
Impetus Technologies,3.4,(616),IT Services & Consulting,Indore +14 other locations
Careon Healthcare Solutions,3.8,(630),Medical Equipment,Bangalore / Bengaluru +14 other locations
Ebixcash Global Services,3.2,(616),BPO,Mumbai +40 other locations
Danfoss Industries,3.9,(615),Industrial Machinery,Chennai +21 other locations
Shivam Autotech,3.6,(615),Auto Components,Gurgaon / Gurugram +22 other locations
TVS Eurogrip,3.6,(615),Auto Components,Madurai +81 other locations
Avalon Technologies,3.8,(615),Electronics Manufacturing,Chennai +17 other locations
Airports Authority of India,4.2,(614),Aviation,New Delhi +88 other locations
Collegedunia,2.9,(614),Internet,Gurgaon / Gurugram +28 other locations
MothersonSumi INfotech & Designs,3.4,(613),IT Services & Consulting,Noida +18 other locations
Varun Motors,3.8,(613),Automobile,Hyderabad / Secunderabad +42 other locations
Trigent Software,3.4,(613),IT Services & Consulting,Bangalore / Bengaluru +31 other locations
Netmeds.com,3.8,(612),Internet,Chennai +125 other locations
UKB Electronics Limited,3.6,(612),Electronics Manufacturing,Noida +24 other locations
Suroj Buildcon,4.1,(613),Engineering & Construction,Pune +45 other locations
Okaya Power,3.8,(612),Electrical Equipment,New Delhi +90 other locations
Family Health Plan,3.7,(611),Insurance,Hyderabad / Secunderabad +37 other locations
ACKO,3.5,(611),Insurance,Bangalore / Bengaluru +13 other locations
Global Healthcare Billing Partners,3.4,(611),BPO,Chennai +14 other locations
Pyramid IT Consulting,3.1,(610),Recruitment,Noida +25 other locations
Geojit Financial Services,3.3,(610),Financial Services,Kochi +137 other locations
Suma Soft,3.5,(609),IT Services & Consulting,Pune +11 other locations
Emids Technologies Limited,3.6,(609),IT Services & Consulting,Bangalore / Bengaluru +9 other locations
Kajaria Ceramics,3.9,(609),Building Material,New Delhi +82 other locations
bp,3.7,(609),Oil & Gas,Pune +13 other locations
Sapphire Foods India,3.8,(609),Hospitality,Mumbai +64 other locations
Gestamp,3.6,(609),Auto Components,Pune +14 other locations
South Indian Bank,3.2,(608),Banking,Kochi +83 other locations
Dr. Batras' Positive Health Clinic,3.7,(608),Healthcare,Mumbai +86 other locations
Sanghi Industries,4.0,(607),Building Material,Ahmedabad +31 other locations
Maharashtra Seamless,3.4,(607),Building Material,Mumbai +25 other locations
Sintex Industries,3.9,(607),Industrial Machinery,Ahmedabad +58 other locations
Finova Capital,3.9,(608),NBFC,Jaipur +180 other locations
ITC Limited Foods Division,3.9,(607),Food Processing,Bangalore / Bengaluru +75 other locations
NetConnectGlobal,3.0,(607),IT Services & Consulting,Bangalore / Bengaluru +43 other locations
Reliance Jewels,3.9,(608),Jewellery,Mumbai +131 other locations
CSM Technologies,4.0,(607),IT Services & Consulting,Bhubaneswar +22 other locations
Polaris Consulting,4.1,(606),IT Services & Consulting,Hyderabad / Secunderabad +18 other locations
Nucleus Software Exports,3.4,(606),Software Product,Noida +12 other locations
TDS Lithium-Ion Battery,4.2,(606),Auto Components,Ahmedabad +20 other locations
Becton Dickinson,4.0,(606),Medical Equipment,Bangalore / Bengaluru +37 other locations
Royaloak Incorporation,3.7,(606),Furniture & Furnishing,Bangalore / Bengaluru +47 other locations
Dhani Services,3.7,(606),Mumbai +79 other locations,Mumbai +79 other locations
Kaizen IT Services,4.0,(605),IT Services & Consulting,Kolkata +90 other locations
ThoughtWorks,3.9,(605),IT Services & Consulting,Bangalore / Bengaluru +11 other locations
IRB Infrastructure,3.9,(605),Engineering & Construction,Mumbai +70 other locations
Sir H. N. Reliance Foundation Hospital and Research,4.3,(605),Healthcare,Mumbai +10 other locations
Sl Lumax,3.4,(604),Auto Components,Chennai +16 other locations
ShareChat,3.6,(604),Internet,Bangalore / Bengaluru +41 other locations
Shriram Automall,4.0,(604),Internet,New Delhi +107 other locations
Ongc Petro Additions,4.0,(604),Petrochemicals,Bharuch +30 other locations
Central Reserve Police Force,4.6,(604),Government,New Delhi +95 other locations
Columbia Asia,4.6,(604),Healthcare,Bangalore / Bengaluru +19 other locations
Ugam Solution,3.6,(604),IT Services & Consulting,Mumbai +14 other locations
HDFC Asset Management Company,4.1,(603),Financial Services,Mumbai +139 other locations
Holiday Inn,4.1,(603),Hospitality,New Delhi +61 other locations
Monte Carlo,4.2,(605),Fashion & Textile,Ahmedabad +103 other locations
National Stock Exchange of India,3.6,(603),Financial Services,Mumbai +33 other locations
Carnival Cruise Lines,4.2,(603),Sports & Recreation,Mumbai +31 other locations
Royal Caribbean International,4.2,(602),Sports & Recreation,Mumbai +25 other locations
SOLAR INDUSTRIES INDIA,3.7,(602),Defence & Aerospace,Nagpur +40 other locations
IDBI Intech Limited,3.3,(602),IT Services & Consulting,Mumbai +28 other locations
Agrostar,3.9,(602),Internet,Pune +51 other locations
Jain Irrigation Systems,3.7,(601),Agriculture,Jalgaon +89 other locations
Einfochips,3.5,(601),IT Services & Consulting,Ahmedabad +13 other locations
Chaitanya India Fin Credit,4.0,(601),NBFC,Bangalore / Bengaluru +169 other locations
Sasken,3.7,(600),IT Services & Consulting,Bangalore / Bengaluru +12 other locations
Grab A Grub Services,3.9,(600),Logistics,Mumbai +113 other locations
Super Smelters,3.7,(602),Iron & Steel,Asansol +25 other locations
Fiem Industries,3.6,(599),Auto Components,Hosur +28 other locations
BDO RISE Private Limited,3.6,(599),Accounting & Auditing,Bangalore / Bengaluru +9 other locations
Mavenir Systems,3.3,(599),IT Services & Consulting,Bangalore / Bengaluru +19 other locations
Annalect,3.4,(599),Marketing & Advertising,Bangalore / Bengaluru +14 other locations
Finastra,3.7,(599),Software Product,Bangalore / Bengaluru +13 other locations
Bridge & Roof Co,3.5,(598),Engineering & Construction,Kolkata +64 other locations
Renovision Automation Services,3.3,(598),IT Services & Consulting,New Delhi +70 other locations
Serum Institute of India,4.2,(598),Biotechnology,Pune +26 other locations
Revolut,2.5,(598),FinTech,Bangalore / Bengaluru +20 other locations
Hamilton Housewares,3.8,(597),Consumer Electronics & Appliances,Mumbai +52 other locations
Sudarshan Chemical Industries,3.9,(598),Chemicals,Roha +26 other locations
Aster Dm Healthcare,3.6,(597),Healthcare,Bangalore / Bengaluru +40 other locations
Vedanta Limited,3.8,(596),Metals & Mining,Lanjigarh +52 other locations
Godrej Industries,4.1,(596),Real Estate,Mumbai +68 other locations
BT E Serv,4.0,(595),BPO,Kolkata +6 other locations
Cyfuture,3.0,(595),IT Services & Consulting,Noida +37 other locations
Cashify,3.8,(594),Internet,Gurgaon / Gurugram +57 other locations
Sigma Engineered Solutions,3.9,(595),Industrial Machinery,Pune +13 other locations
Blackberrys,3.7,(593),Fashion & Textile,Gurgaon / Gurugram +92 other locations
BMC Software,4.0,(592),Software Product,Pune +10 other locations
Excitel Broadband,3.6,(592),Telecom,New Delhi +44 other locations
Jubilant Agri and Consumer Products,4.0,(592),Chemicals,Gurgaon / Gurugram +113 other locations
Finolex Industries,3.6,(599),Building Material,Pune +72 other locations
Wissen Technology,3.7,(592),IT Services & Consulting,Bangalore / Bengaluru +9 other locations
Medcode,4.0,(591),IT Services & Consulting,Hyderabad / Secunderabad +10 other locations
Kirloskar Ferrous Industries,3.6,(591),Iron & Steel,Koppal +22 other locations
Medley Pharmaceuticals,3.9,(591),Pharma,Mumbai +76 other locations
Schwing Stetter,3.9,(591),Industrial Machinery,Chennai +44 other locations
Kellogg,4.2,(590),FMCG,Mumbai +85 other locations
AVTEC,3.5,(589),Auto Components,Hosur +26 other locations
Jayaswal Neco Industries,4.0,(589),Iron & Steel,Raipur +29 other locations
CSG International,3.5,(588),IT Services & Consulting,Bangalore / Bengaluru +13 other locations
VDA Infosolutions,3.8,(588),IT Services & Consulting,Pune +35 other locations
Vedang Cellular Services,3.8,(588),Telecom,Mumbai +68 other locations
Maxicus,4.0,(588),BPO,Vadodara +15 other locations
Bharat Biotech International,3.1,(588),Biotechnology,Hyderabad / Secunderabad +30 other locations
Matrimonialsindia,4.9,(587),Internet,New Delhi
Coal India,4.0,(587),Metals & Mining,Kolkata +62 other locations
Saudi Aramco,4.5,(586),Oil & Gas,Mumbai +37 other locations
Inspira Enterprise India Limited,3.6,(586),IT Services & Consulting,Mumbai +35 other locations
Action Tesa,3.8,(586),Building Material,Sitarganj +59 other locations
Toyoda Gosei Minda,4.2,(585),Auto Components,Neemrana +25 other locations
Hpl Electric & Power,3.6,(586),Electrical Equipment,Gurgaon / Gurugram +68 other locations
InsuranceDekho,3.5,(586),Internet,Gurgaon / Gurugram +79 other locations
Heidelberg Cement,4.1,(584),Building Material,Damoh +77 other locations
United Colors of Benetton,4.4,(582),Fashion & Textile,Gurgaon / Gurugram +72 other locations
Sapiens,3.2,(584),Software Product,Bangalore / Bengaluru +8 other locations
Efs Facilities Services,3.7,(583),Facility Management Services,New Delhi +59 other locations
IDP Education Limited,3.6,(583),Education & Training,Chennai +49 other locations
Affinity Express,2.9,(582),Marketing & Advertising,Pune +12 other locations
Mrs Bector's Food Specialities,3.9,(582),Food Processing,Greater Noida +84 other locations
DealShare,3.5,(582),Internet,Bangalore / Bengaluru +44 other locations
Nspira Management Services,3.7,(581),BPO,Hyderabad / Secunderabad +58 other locations
Micromax Informatics,3.8,(581),Consumer Electronics & Appliances,New Delhi +118 other locations
DHL Global Forwarding,4.0,(581),Logistics,Chennai +21 other locations
Ofbusiness,3.0,(581),Internet,Gurgaon / Gurugram +41 other locations
Vadilal Industries,4.1,(580),FMCG,Ahmedabad +85 other locations
EdgeVerve Systems,3.3,(580),Software Product,Bangalore / Bengaluru +14 other locations
Quest Retail Private Limited,4.1,(580),Retail,Gurgaon / Gurugram +64 other locations
EaseMyTrip.com,4.0,(580),Internet,New Delhi +8 other locations
BEML,3.8,(579),Industrial Machinery,Bangalore / Bengaluru +37 other locations
Jubilant Generics,3.9,(579),Pharma,Roorkee +25 other locations
Hilton,4.1,(579),Hospitality,Bangalore / Bengaluru +40 other locations
IKEA,3.9,(579),Retail,Bangalore / Bengaluru +23 other locations
HLL Lifecare,3.7,(579),Healthcare,Thiruvananthapuram +115 other locations
Pathkind Diagnostics Private Limited,3.9,(578),Healthcare,New Delhi +97 other locations
Pamac Finserve,3.2,(577),BPO,Mumbai +59 other locations
PTC,4.2,(577),Software Product,Pune +41 other locations
Blackrock,3.5,(577),Financial Services,Gurgaon / Gurugram +18 other locations
Jindal Poly Films,3.6,(577),Packaging,Nashik +19 other locations
Consulting Engineers Group,4.1,(577),Engineering & Construction,Jaipur +70 other locations
NLC India Limited,4.4,(575),Metals & Mining,Neyveli +26 other locations
GAMMON INDIA,3.7,(575),Engineering & Construction,Mumbai +70 other locations
APL Apollo Tubes,4.0,(575),Iron & Steel,Raipur +47 other locations
Belstar Microfinance,4.0,(575),NBFC,Chennai +209 other locations
Gandhi Automations,4.0,(574),Industrial Machinery,Mumbai +24 other locations
Wood Group,3.8,(574),Engineering & Construction,Chennai +30 other locations
AVEVA,4.0,(574),Software Product,Hyderabad / Secunderabad +14 other locations
HBL Power Systems,4.0,(573),Electrical Equipment,Hyderabad / Secunderabad +50 other locations
Anmol Industries,3.9,(573),FMCG,Kolkata +87 other locations
Cvent,3.2,(572),Software Product,Gurgaon / Gurugram +9 other locations
Amway India Enterprises,4.1,(573),Fitness & Wellness,Gurgaon / Gurugram +80 other locations
SoftAge Information Technology,3.6,(572),IT Services & Consulting,Gurgaon / Gurugram +127 other locations
Sterling Oil Exploration & Energy Production,3.6,(571),Oil & Gas,Lagos +22 other locations
WayCool Foods and Products,3.4,(570),FMCG,Chennai +42 other locations
Myk Laticrete,3.9,(570),Building Material,Hyderabad / Secunderabad +83 other locations
TSYS|Total System Services,4.1,(570),FinTech,Pune +10 other locations
Crystal Crop Protection,3.8,(569),Agro Chemicals,New Delhi +89 other locations
Eli Lilly and Company,3.5,(570),Pharma,Bangalore / Bengaluru +18 other locations
Maharashtra State Electricity Distribution Company,4.2,(568),Power,Pune +90 other locations
Colt Technology Services,4.2,(568),Hardware & Networking,Gurgaon / Gurugram +13 other locations
Army Public School,4.0,(568),Education & Training,New Delhi +93 other locations
Colt Technology Services,4.2,(568),Hardware & Networking,Gurgaon / Gurugram +13 other locations
Axiscades,3.1,(568),IT Services & Consulting,Bangalore / Bengaluru +12 other locations
AVIOM,4.0,(568),NBFC,New Delhi +189 other locations
Perficient,3.7,(566),IT Services & Consulting,Chennai +11 other locations
Dr. Reddy's Foundation,3.7,(568),Non-Profit,Hyderabad / Secunderabad +88 other locations
Dishman Carbogen Amcis,3.5,(565),Ahmedabad +14 other locations,Ahmedabad +14 other locations
Fenesta Building Systems,4.0,(565),Building Material,Gurgaon / Gurugram +73 other locations
PayU Payments,3.4,(564),FinTech,Gurgaon / Gurugram +22 other locations
Hettich,3.7,(565),Furniture & Furnishing,Mumbai +45 other locations
Pinnacle Infotech,3.4,(563),IT Services & Consulting,Durgapur +19 other locations
Accion Labs,3.5,(563),IT Services & Consulting,Bangalore / Bengaluru +13 other locations
Orra Fine Jewellery,3.4,(564),Jewellery,Mumbai +50 other locations
United Spirits,4.0,(562),Beverage,Bangalore / Bengaluru +96 other locations
Apitoria Pharma,4.2,(562),Pharma,Hyderabad / Secunderabad +12 other locations
Ascent HR Technologies Private Limited,3.6,(563),Software Product,Bangalore / Bengaluru +15 other locations
